Day,Verb,"Expression (EN)","Expression (KR)",Status
"Day 132",wait,"wait hopefully",,"한글 번역 없음"
"Day 132",wait,"wait nervously",,"한글 번역 없음"
"Day 132",wait,"wait patiently",,"한글 번역 없음"
"Day 132",wait,"wait quietly",,"한글 번역 없음"
"Day 132",wait,"wait silently",,"한글 번역 없음"
"Day 133",enter,"I enter the restaurant",,"한글 번역 없음"
"Day 133",enter,"enter the building",,"한글 번역 없음"
"Day 133",enter,"enter the chat room",,"한글 번역 없음"
"Day 133",enter,"enter the church",,"한글 번역 없음"
"Day 133",enter,"enter the hospital",,"한글 번역 없음"
"Day 133",enter,"enter the restaurant",,"한글 번역 없음"
"Day 133",enter,"enter the shop",,"한글 번역 없음"
"Day 133",enter,"enter the website",,"한글 번역 없음"
"Day 133",shut,"I shut the door",,"한글 번역 없음"
"Day 133",shut,"shut the book",,"한글 번역 없음"
"Day 133",shut,"shut the door",,"한글 번역 없음"
"Day 133",shut,"shut the gate",,"한글 번역 없음"
"Day 133",shut,"shut the lid",,"한글 번역 없음"
"Day 133",shut,"shut the mouth",,"한글 번역 없음"
"Day 133",shut,"shut the shop",,"한글 번역 없음"
"Day 133",shut,"shut the window",,"한글 번역 없음"
"Day 133",take,"I take a seat",,"한글 번역 없음"
"Day 133",take,"take a lead",,"한글 번역 없음"
"Day 133",take,"take a seat",,"한글 번역 없음"
"Day 133",take,"take a stance",,"한글 번역 없음"
"Day 133",take,"take a stand",,"한글 번역 없음"
"Day 133",take,"take action",,"한글 번역 없음"
"Day 133",take,"take an opportuity",,"한글 번역 없음"
"Day 133",take,"take care",,"한글 번역 없음"
"Day 134",read,"I read the menu",,"한글 번역 없음"
"Day 134",read,"read the checklist",,"한글 번역 없음"
"Day 134",read,"read the comment",,"한글 번역 없음"
"Day 134",read,"read the contract",,"한글 번역 없음"
"Day 134",read,"read the guideline",,"한글 번역 없음"
"Day 134",read,"read the menu",,"한글 번역 없음"
"Day 134",read,"read the recipe",,"한글 번역 없음"
"Day 134",read,"read the review",,"한글 번역 없음"
"Day 134",decide,"I decide the menu",,"한글 번역 없음"
"Day 134",decide,"decide the date",,"한글 번역 없음"
"Day 134",decide,"decide the menu",,"한글 번역 없음"
"Day 134",decide,"decide the order",,"한글 번역 없음"
"Day 134",decide,"decide the place",,"한글 번역 없음"
"Day 134",decide,"decide the rule",,"한글 번역 없음"
"Day 134",decide,"decide the time",,"한글 번역 없음"
"Day 134",decide,"decide the winner",,"한글 번역 없음"
"Day 134",order,"I order the fries",,"한글 번역 없음"
"Day 134",order,"order the book",,"한글 번역 없음"
"Day 134",order,"order the coffee",,"한글 번역 없음"
"Day 134",order,"order the dress",,"한글 번역 없음"
"Day 134",order,"order the drinks",,"한글 번역 없음"
"Day 134",order,"order the food",,"한글 번역 없음"
"Day 134",order,"order the fries",,"한글 번역 없음"
"Day 134",order,"order the same",,"한글 번역 없음"
"Day 135",cancel,"I cancel my order",,"한글 번역 없음"
"Day 135",cancel,"cancel the appointment",,"한글 번역 없음"
"Day 135",cancel,"cancel the flight",,"한글 번역 없음"
"Day 135",cancel,"cancel the meeting",,"한글 번역 없음"
"Day 135",cancel,"cancel the order",,"한글 번역 없음"
"Day 135",cancel,"cancel the party",,"한글 번역 없음"
"Day 135",cancel,"cancel the schdeule",,"한글 번역 없음"
"Day 135",cancel,"cancel the ticket",,"한글 번역 없음"
"Day 135","come to","I come to a decision",,"한글 번역 없음"
"Day 135","come to","come to a compromise",,"한글 번역 없음"
"Day 135","come to","come to a conclusion",,"한글 번역 없음"
"Day 135","come to","come to a decision",,"한글 번역 없음"
"Day 135","come to","come to a standstill",,"한글 번역 없음"
"Day 135","come to","come to a stop",,"한글 번역 없음"
"Day 135","come to","come to an agreement",,"한글 번역 없음"
"Day 135","come to","come to an end",,"한글 번역 없음"
"Day 135",enjoy,"I enjoy the pizza",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the barbecue",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the chocolate",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the fruit",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the hamburger",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the pizza",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the sandwich",,"한글 번역 없음"
"Day 135",enjoy,"enjoy the soup",,"한글 번역 없음"
"Day 136",call,"I call the waiter",,"한글 번역 없음"
"Day 136",call,"call the child",,"한글 번역 없음"
"Day 136",call,"call the dog",,"한글 번역 없음"
"Day 136",call,"call the friend",,"한글 번역 없음"
"Day 136",call,"call the name",,"한글 번역 없음"
"Day 136",call,"call the parent",,"한글 번역 없음"
"Day 136",call,"call the teacher",,"한글 번역 없음"
"Day 136",call,"call the waiter",,"한글 번역 없음"
"Day 136","ask for","I ask for water",,"한글 번역 없음"
"Day 136","ask for","ask for a drink",,"한글 번역 없음"
"Day 136","ask for","ask for a favor",,"한글 번역 없음"
"Day 136","ask for","ask for advice",,"한글 번역 없음"
"Day 136","ask for","ask for excuse",,"한글 번역 없음"
"Day 136","ask for","ask for help",,"한글 번역 없음"
"Day 136","ask for","ask for money",,"한글 번역 없음"
"Day 136","ask for","ask for water",,"한글 번역 없음"
"Day 136",open,"I open the bottle",,"한글 번역 없음"
"Day 136",open,"open the bottle",,"한글 번역 없음"
"Day 136",open,"open the can",,"한글 번역 없음"
"Day 136",open,"open the jar",,"한글 번역 없음"
"Day 136",open,"open the letter",,"한글 번역 없음"
"Day 136",open,"open the mail",,"한글 번역 없음"
"Day 136",open,"open the package",,"한글 번역 없음"
"Day 136",open,"open the present",,"한글 번역 없음"
"Day 137","talk about","I talk about the food",,"한글 번역 없음"
"Day 137","talk about","talk about the culture",,"한글 번역 없음"
"Day 137","talk about","talk about the dog",,"한글 번역 없음"
"Day 137","talk about","talk about the fashion",,"한글 번역 없음"
"Day 137","talk about","talk about the fitness",,"한글 번역 없음"
"Day 137","talk about","talk about the food",,"한글 번역 없음"
"Day 137","talk about","talk about the report",,"한글 번역 없음"
"Day 137","talk about","talk about the war",,"한글 번역 없음"
"Day 137",express,"I express the taste",,"한글 번역 없음"
"Day 137",express,"express the creativity",,"한글 번역 없음"
"Day 137",express,"express the excitement",,"한글 번역 없음"
"Day 137",express,"express the intention",,"한글 번역 없음"
"Day 137",express,"express the need",,"한글 번역 없음"
"Day 137",express,"express the surprise",,"한글 번역 없음"
"Day 137",express,"express the taste",,"한글 번역 없음"
"Day 137",express,"express the view",,"한글 번역 없음"
"Day 137",drink,"I drink the tea",,"한글 번역 없음"
"Day 137",drink,"drink the beer",,"한글 번역 없음"
"Day 137",drink,"drink the cocoa",,"한글 번역 없음"
"Day 137",drink,"drink the cola",,"한글 번역 없음"
"Day 137",drink,"drink the lemonade",,"한글 번역 없음"
"Day 137",drink,"drink the smoothie",,"한글 번역 없음"
"Day 137",drink,"drink the tea",,"한글 번역 없음"
"Day 137",drink,"drink the wine",,"한글 번역 없음"
"Day 138",recommend,"I recommend the juice",,"한글 번역 없음"
"Day 138",recommend,"recommend the book",,"한글 번역 없음"
"Day 138",recommend,"recommend the food",,"한글 번역 없음"
"Day 138",recommend,"recommend the juice",,"한글 번역 없음"
"Day 138",recommend,"recommend the menu",,"한글 번역 없음"
"Day 138",recommend,"recommend the movie",,"한글 번역 없음"
"Day 138",recommend,"recommend the restaurant",,"한글 번역 없음"
"Day 138",recommend,"recommend the song",,"한글 번역 없음"
"Day 138",enjoy,"I enjoy the drink",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the coffee",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the dessert",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the drink",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the ice cream",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the juice",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the tea",,"한글 번역 없음"
"Day 138",enjoy,"enjoy the wine",,"한글 번역 없음"
"Day 138",get,"I get a rest",,"한글 번역 없음"
"Day 138",get,"get a break",,"한글 번역 없음"
"Day 138",get,"get a drink",,"한글 번역 없음"
"Day 138",get,"get a nap",,"한글 번역 없음"
"Day 138",get,"get a refill",,"한글 번역 없음"
"Day 138",get,"get a refund",,"한글 번역 없음"
"Day 138",get,"get a rest",,"한글 번역 없음"
"Day 138",get,"get a sleep",,"한글 번역 없음"
"Day 139",go,"I go shopping",,"한글 번역 없음"
"Day 139",go,"go camping",,"한글 번역 없음"
"Day 139",go,"go dancing",,"한글 번역 없음"
"Day 139",go,"go fishing",,"한글 번역 없음"
"Day 139",go,"go hiking",,"한글 번역 없음"
"Day 139",go,"go running",,"한글 번역 없음"
"Day 139",go,"go shopping",,"한글 번역 없음"
"Day 139",go,"go swimming",,"한글 번역 없음"
"Day 139",drive,"I drive the car",,"한글 번역 없음"
"Day 139",drive,"drive the boat",,"한글 번역 없음"
"Day 139",drive,"drive the bus",,"한글 번역 없음"
"Day 139",drive,"drive the car",,"한글 번역 없음"
"Day 139",drive,"drive the taxi",,"한글 번역 없음"
"Day 139",drive,"drive the tractor",,"한글 번역 없음"
"Day 139",drive,"drive the truck",,"한글 번역 없음"
"Day 139",drive,"drive the van",,"한글 번역 없음"
"Day 139","get to","I get to the parking lot",,"한글 번역 없음"
"Day 139","get to","get to the attic",,"한글 번역 없음"
"Day 139","get to","get to the balcony",,"한글 번역 없음"
"Day 139","get to","get to the basement",,"한글 번역 없음"
"Day 139","get to","get to the garage",,"한글 번역 없음"
"Day 139","get to","get to the parking lot",,"한글 번역 없음"
"Day 139","get to","get to the stairs",,"한글 번역 없음"
"Day 139","get to","get to the storage",,"한글 번역 없음"
"Day 140",park,"I park the car",,"한글 번역 없음"
"Day 140",park,"park the bike",,"한글 번역 없음"
"Day 140",park,"park the bus",,"한글 번역 없음"
"Day 140",park,"park the car",,"한글 번역 없음"
"Day 140",park,"park the scooter",,"한글 번역 없음"
"Day 140",park,"park the tractor",,"한글 번역 없음"
"Day 140",park,"park the truck",,"한글 번역 없음"
"Day 140",park,"park the van",,"한글 번역 없음"
"Day 140",find,"I find the entrance",,"한글 번역 없음"
"Day 140",find,"find the building",,"한글 번역 없음"
"Day 140",find,"find the entrance",,"한글 번역 없음"
"Day 140",find,"find the exit",,"한글 번역 없음"
"Day 140",find,"find the place",,"한글 번역 없음"
"Day 140",find,"find the route",,"한글 번역 없음"
"Day 140",find,"find the section",,"한글 번역 없음"
"Day 140",find,"find the way",,"한글 번역 없음"
"Day 140",push,"I push the cart",,"한글 번역 없음"
"Day 140",push,"push the button",,"한글 번역 없음"
"Day 140",push,"push the cart",,"한글 번역 없음"
"Day 140",push,"push the door",,"한글 번역 없음"
"Day 140",push,"push the gate",,"한글 번역 없음"
"Day 140",push,"push the stroller",,"한글 번역 없음"
"Day 140",push,"push the swing",,"한글 번역 없음"
"Day 140",push,"push the wheelchair",,"한글 번역 없음"
"Day 141","look around","I look around the supermarket",,"한글 번역 없음"
"Day 141","look around","look around the area",,"한글 번역 없음"
"Day 141","look around","look around the mall",,"한글 번역 없음"
"Day 141","look around","look around the market",,"한글 번역 없음"
"Day 141","look around","look around the office",,"한글 번역 없음"
"Day 141","look around","look around the park",,"한글 번역 없음"
"Day 141","look around","look around the plant",,"한글 번역 없음"
"Day 141","look around","look around the supermarket",,"한글 번역 없음"
"Day 141",choose,"I choose the bread",,"한글 번역 없음"
"Day 141",choose,"choose the bagel",,"한글 번역 없음"
"Day 141",choose,"choose the bread",,"한글 번역 없음"
"Day 141",choose,"choose the butter",,"한글 번역 없음"
"Day 141",choose,"choose the cheese",,"한글 번역 없음"
"Day 141",choose,"choose the milk",,"한글 번역 없음"
"Day 141",choose,"choose the muffin",,"한글 번역 없음"
"Day 141",choose,"choose the yogurt",,"한글 번역 없음"
"Day 141",buy,"I buy the bagel",,"한글 번역 없음"
"Day 141",buy,"buy the bagel",,"한글 번역 없음"
"Day 141",buy,"buy the bread",,"한글 번역 없음"
"Day 141",buy,"buy the cinamon",,"한글 번역 없음"
"Day 141",buy,"buy the flour",,"한글 번역 없음"
"Day 141",buy,"buy the mustard",,"한글 번역 없음"
"Day 141",buy,"buy the pepper",,"한글 번역 없음"
"Day 141",buy,"buy the vinegar",,"한글 번역 없음"
"Day 142",select,"I select the meat",,"한글 번역 없음"
"Day 142",select,"select the bacon",,"한글 번역 없음"
"Day 142",select,"select the beef",,"한글 번역 없음"
"Day 142",select,"select the chicken",,"한글 번역 없음"
"Day 142",select,"select the ham",,"한글 번역 없음"
"Day 142",select,"select the meat",,"한글 번역 없음"
"Day 142",select,"select the pork",,"한글 번역 없음"
"Day 142",select,"select the sausage",,"한글 번역 없음"
"Day 142",need,"I need the drink",,"한글 번역 없음"
"Day 142",need,"need the beer",,"한글 번역 없음"
"Day 142",need,"need the cofffee",,"한글 번역 없음"
"Day 142",need,"need the drink",,"한글 번역 없음"
"Day 142",need,"need the juice",,"한글 번역 없음"
"Day 142",need,"need the soda",,"한글 번역 없음"
"Day 142",need,"need the tea",,"한글 번역 없음"
"Day 142",need,"need the wine",,"한글 번역 없음"
"Day 142",compare,"I compare the prices",,"한글 번역 없음"
"Day 142",compare,"compare the cases",,"한글 번역 없음"
"Day 142",compare,"compare the examples",,"한글 번역 없음"
"Day 142",compare,"compare the labels",,"한글 번역 없음"
"Day 142",compare,"compare the prices",,"한글 번역 없음"
"Day 142",compare,"compare the reports",,"한글 번역 없음"
"Day 142",compare,"compare the scores",,"한글 번역 없음"
"Day 142",compare,"compare the versions",,"한글 번역 없음"
"Day 143",pick,"I pick the fish",,"한글 번역 없음"
"Day 143",pick,"pick the crab",,"한글 번역 없음"
"Day 143",pick,"pick the fish",,"한글 번역 없음"
"Day 143",pick,"pick the octopus",,"한글 번역 없음"
"Day 143",pick,"pick the oyster",,"한글 번역 없음"
"Day 143",pick,"pick the salmon",,"한글 번역 없음"
"Day 143",pick,"pick the shellfish",,"한글 번역 없음"
"Day 143",pick,"pick the shrimp",,"한글 번역 없음"
"Day 143",want,"I want the vegetables",,"한글 번역 없음"
"Day 143",want,"want the cabbage",,"한글 번역 없음"
"Day 143",want,"want the cucumber",,"한글 번역 없음"
"Day 143",want,"want the garlic",,"한글 번역 없음"
"Day 143",want,"want the lettuce",,"한글 번역 없음"
"Day 143",want,"want the pumpkin",,"한글 번역 없음"
"Day 143",want,"want the spinach",,"한글 번역 없음"
"Day 143",want,"want the vegetables",,"한글 번역 없음"
"Day 143",check,"I check the condition",,"한글 번역 없음"
"Day 143",check,"check the condition",,"한글 번역 없음"
"Day 143",check,"check the direction",,"한글 번역 없음"
"Day 143",check,"check the door",,"한글 번역 없음"
"Day 143",check,"check the price",,"한글 번역 없음"
"Day 143",check,"check the seat",,"한글 번역 없음"
"Day 143",check,"check the ticket",,"한글 번역 없음"
"Day 143",check,"check the window",,"한글 번역 없음"
"Day 144",consider,"I consider the cost",,"한글 번역 없음"
"Day 144",consider,"consider the cost",,"한글 번역 없음"
"Day 144",consider,"consider the future",,"한글 번역 없음"
"Day 144",consider,"consider the matter",,"한글 번역 없음"
"Day 144",consider,"consider the problem",,"한글 번역 없음"
"Day 144",consider,"consider the purpose",,"한글 번역 없음"
"Day 144",consider,"consider the reason",,"한글 번역 없음"
